iter	Logloss
0	0.4327907612
1	0.2931327519
2	0.2078613722
3	0.1352989117
4	0.1010540339
5	0.07000061095
6	0.04403884267
7	0.03016658843
8	0.02534380735
9	0.0214492092
10	0.01841114825
11	0.01289496835
12	0.01044365365
13	0.008061479083
14	0.007231893815
15	0.00631660927
16	0.005336717671
17	0.004584691656
18	0.004037748797
19	0.003756416751
20	0.00350156356
21	0.00281901904
22	0.002420974372
23	0.002233141207
24	0.002124177815
25	0.001901786158
26	0.001837746678
27	0.001631499119
28	0.001537198157
29	0.001492429437
30	0.001432296485
31	0.001351936439
32	0.001294086299
33	0.00112525098
34	0.001090572731
35	0.0010687676
36	0.001048750139
37	0.001024230884
38	0.0009898257068
39	0.0009095624207
40	0.0009095624207
41	0.0008852878424
42	0.0008255549929
43	0.0008255585129
44	0.0007673348655
45	0.0007673206292
46	0.0007672708022
47	0.0007322062188
48	0.0007322062188
49	0.0007322357865
50	0.0007322058277
51	0.0007321962065
52	0.0007321390267
53	0.0007320922504
54	0.0007320922504
55	0.0007320656551
56	0.0007320708959
57	0.0007320664373
58	0.0007320664373
59	0.0007318350587
60	0.0007318111229
61	0.0007317447913
62	0.0007317124859
63	0.0007317166316
64	0.0007317106868
65	0.0007316393489
66	0.0007316119715
67	0.0007315576859
68	0.0007315457962
69	0.0007315209219
70	0.0007314662452
71	0.0007314464552
72	0.0007314558417
73	0.0007314215808
74	0.0007314192341
75	0.0007313993659
76	0.000731385599
77	0.0007313719102
78	0.0007313465665
79	0.000731343203
80	0.0007310852291
81	0.0007310640311
82	0.0007310686462
83	0.0007310686462
84	0.0007310524544
85	0.0007310395479
86	0.0006912651024
87	0.000691238429
88	0.0006912209856
89	0.0006912144933
90	0.0006911789026
91	0.0006911607552
92	0.0006911455803
93	0.0006911257121
94	0.0006911264943
95	0.0006911009941
96	0.0006911028714
97	0.0006910987257
98	0.0006910512454
99	0.0006910165151
100	0.0006909520607
101	0.0006909038764
102	0.0006908724314
103	0.0006908826784
104	0.0006908350416
105	0.0006908362932
106	0.0006907646425
107	0.0006907525964
108	0.0006907033169
109	0.0006906374546
110	0.0006906374546
111	0.0006906354208
112	0.0006906114069
113	0.0006905832472
114	0.000690532638
115	0.0006905186364
116	0.0006905158987
117	0.0006904595011
118	0.0006902812347
119	0.0006902113831
120	0.0006902062987
121	0.0006901770439
122	0.000690151622
123	0.0006901149362
124	0.0006900900618
125	0.0006900864636
126	0.0006900761384
127	0.0006900659696
128	0.0006899901732
129	0.000689976328
130	0.000689966081
131	0.000689966081
132	0.0006899220424
133	0.0006899147678
134	0.0006898488273
135	0.0006896412279
136	0.0006893926405
137	0.0006893810638
138	0.0006893659671
139	0.000689363464
140	0.0006893195818
141	0.0006893030771
142	0.0006892818009
143	0.0006892757779
144	0.0006892845387
145	0.0006892760908
146	0.0006892571612
147	0.0006892571612
148	0.0006892571612
149	0.000689190986
150	0.0006891827727
151	0.0006891539091
152	0.0006891592281
153	0.0006891338844
154	0.0006891338844
155	0.0006891266098
156	0.0006891173797
157	0.0006891050207
158	0.000689084605
159	0.0006890773304
160	0.0006890780344
161	0.0006890760788
162	0.0006890463547
163	0.0006890332918
164	0.0006890285985
165	0.0006889999695
166	0.0006889928514
167	0.0006889883145
168	0.0006889965278
169	0.0006889539754
170	0.0006889656303
171	0.000688951003
172	0.0006888685577
173	0.0006887815756
174	0.000688781028
175	0.0006887751614
176	0.0006887664006
177	0.0006887409005
178	0.0006887649927
179	0.0006887072653
180	0.0006886792621
181	0.000688694437
182	0.000688673943
183	0.0006886747253
184	0.0006886500855
185	0.0006886608801
186	0.0006886451576
187	0.0006886484429
188	0.0006886438278
189	0.0006886218476
190	0.0006883388429
191	0.0006883192876
192	0.0006883192876
193	0.0006882937092
194	0.0006882800205
195	0.0006882707904
196	0.0006882594483
197	0.0006882119679
198	0.0006880068716
199	0.0006879856737
200	0.000687894624
201	0.0006878986133
202	0.0006878753034
203	0.0006878172632
204	0.0006877706433
205	0.0006877069711
206	0.0006876838176
207	0.0006876201454
208	0.0006875665638
209	0.0006875296434
210	0.0006875351971
211	0.0006874737934
212	0.0006874792688
213	0.0006874389849
214	0.0006874221673
215	0.0006873893926
216	0.0006873882975
217	0.0006873739047
218	0.0006873056175
219	0.0006872835591
220	0.0006872837156
221	0.0006872083884
222	0.000687219183
223	0.0006872168363
224	0.0006871650538
225	0.0006871561366
226	0.0006871515997
227	0.0006871384586
228	0.0006871192161
229	0.0006871047452
230	0.0006870564826
231	0.0006870216741
232	0.0006870299656
233	0.0006870464703
234	0.0006870255852
235	0.0006870206573
236	0.0006869779484
237	0.0006869490065
238	0.0006869309374
239	0.0006869249144
240	0.0006865913787
241	0.0006865926302
242	0.0006865697896
243	0.000686561107
244	0.0006865847298
245	0.0006865832436
246	0.0006865274718
247	0.0006865297403
248	0.0006865172248
249	0.0006864959487
250	0.0006864897692
251	0.000686458246
252	0.0006864471385
253	0.0006861795434
254	0.0006861860358
255	0.0006861883824
256	0.0006861550601
257	0.0006861300293
258	0.0006860795766
259	0.0006860770735
260	0.0006858794864
261	0.0006858514832
262	0.0006858514832
263	0.0006858514832
264	0.0006858514832
265	0.0006858610262
266	0.000685828095
267	0.0006858016562
268	0.000685814641
269	0.000685781084
270	0.0006857482311
271	0.0006857174901
272	0.0006856962139
273	0.000685659841
274	0.0006856452136
275	0.0006856452136
276	0.0006856726693
277	0.0006856506109
278	0.0006856294911
279	0.000685577161
280	0.0006855781779
281	0.0006855826365
282	0.0006855505658
283	0.0006855236577
284	0.0006855161484
285	0.0006854610806
286	0.0006854312001
287	0.0006854204055
288	0.0006854037444
289	0.0006854255681
290	0.0006853881783
291	0.0006853736292
292	0.0006853586107
293	0.0006853470339
294	0.0006853288084
295	0.0006853372563
296	0.0006853279479
297	0.0006852969723
298	0.0006852795289
299	0.0006852494137
300	0.0006852339259
301	0.0006852234442
302	0.000685226886
303	0.0006852228185
304	0.0006851795621
305	0.0006851475696
306	0.0006851560175
307	0.0006851553135
308	0.0006851541402
309	0.0006850839756
310	0.000685059023
311	0.0006850105258
312	0.0006850134982
313	0.0006849934736
314	0.0006849318352
315	0.0006849538936
316	0.0006848795051
317	0.0006848356229
318	0.0006847926794
319	0.0006848009709
320	0.0006847913497
321	0.0006847150057
322	0.0006847309628
323	0.0006847054627
324	0.0006846813705
325	0.0006846762079
326	0.0006846139437
327	0.0006846317782
328	0.0006846097198
329	0.0006846128486
330	0.0006845862534
331	0.0006845449525
332	0.0006844995842
333	0.0006844723631
334	0.0006844240224
335	0.0006843702061
336	0.0006843328163
337	0.000684341186
338	0.0006843246031
339	0.0006842991811
340	0.0006842793911
341	0.000684243644
342	0.0006842123555
343	0.0006841766083
344	0.0006841906882
345	0.0006841757479
346	0.0006841595561
347	0.000684157757
348	0.0006841025327
349	0.000684108634
350	0.0006841224792
351	0.0006840882965
352	0.0006840911124
353	0.0006840998732
354	0.0006840665509
355	0.0006840214955
356	0.0006840037392
357	0.0006839903634
358	0.0006839700258
359	0.0006839546162
360	0.0006839105776
361	0.0006838857032
362	0.0006838802278
363	0.0006838284452
364	0.0006838163992
365	0.0006838131921
366	0.00068379833
367	0.0006837533528
368	0.0006836863953
369	0.0006834304552
370	0.0006834175487
371	0.0006834277174
372	0.0006834008093
373	0.0006833957249
374	0.000683405659
375	0.000683360056
376	0.0006833603689
377	0.0006833379976
378	0.0006833405007
379	0.0006833466019
380	0.0006833370589
381	0.000683321884
382	0.0006832940372
383	0.0006833020158
384	0.0006832690846
385	0.000683255083
386	0.0006832658775
387	0.0006832418636
388	0.0006832444449
389	0.0006832258282
390	0.0006832411596
391	0.0006832234033
392	0.0006832043956
393	0.0006831845273
394	0.0006831640334
395	0.0006831598094
396	0.0006831752972
397	0.0006831584797
398	0.00068313032
399	0.0006831329013
400	0.0006831087309
401	0.000683134231
402	0.0006831386897
403	0.0006830793197
404	0.0006830934777
405	0.0006830638319
406	0.0006830064956
407	0.0006829612055
408	0.0006829474385
409	0.0006829384431
410	0.0006829339062
411	0.0006829102834
412	0.0006828954214
413	0.0006828980809
414	0.000682894248
415	0.0006828727372
416	0.0006828578751
417	0.0006828081264
418	0.0006827891186
419	0.0006827694068
420	0.0006827342854
421	0.0006827347548
422	0.0006827017454
423	0.0006827026058
424	0.0006826997116
425	0.0006826936104
426	0.0006827097239
427	0.0006827011196
428	0.0006826657636
429	0.0006826742897
430	0.0006826420625
431	0.0006824108403
432	0.0006824249983
433	0.0006823968387
434	0.0006823996546
435	0.0006823752496
436	0.000682346777
437	0.0006823148627
438	0.0006823391113
439	0.000682306493
440	0.0006820001001
441	0.0006819966584
442	0.0006819762426
443	0.0006819708454
444	0.0006819720969
445	0.0006819749911
446	0.0006819334556
447	0.0006819110061
448	0.0006818801869
449	0.0006818806562
450	0.0006817885897
451	0.0006818230071
452	0.0006817540159
453	0.0006817497919
454	0.000681726482
455	0.0006816572561
456	0.0006816025794
457	0.000681557211
458	0.0006815611221
459	0.000681540237
460	0.0006815220114
461	0.0006815230283
462	0.0006814730449
463	0.0006814148482
464	0.000681364943
465	0.0006811323128
466	0.0006810811561
467	0.000681062383
468	0.0006810636345
469	0.0006810255407
470	0.0006810189701
471	0.000681000901
472	0.0006809857261
473	0.0006809336307
